Event,Days,Site,Reef,Array,Subs,Tag,Position,Sed 1,Sed 2,Sed 3,Sed 4,Sed 5,Sed 6
6 Month,180,JA6,Nearshore,G24,High,60,2,2,2,1,1,1,1
6 Month,180,JA6,Nearshore,G24,High,60,4,3,3,3,1,1,1
6 Month,180,JA6,Nearshore,G24,High,59,2,1,1,1,2,2,3
6 Month,180,JA6,Nearshore,G24,High,59,4,2,2,3,3,1,1
6 Month,180,Clip,Artificial Reef,CI2,Low,891,2,3,3,3,1,1,1
6 Month,180,Clip,Artificial Reef,CI2,Low,891,4,1,1,2,2,1,1
6 Month,180,Clip,Artificial Reef,CI2,Low,852,2,2,2,2,2,2,2
6 Month,180,Clip,Artificial Reef,CI2,Low,852,4,3,3,3,3,2,2
6 Month,180,Clip,Artificial Reef,CI2,Low,863,2,2,2,2,2,2,3
6 Month,180,Clip,Artificial Reef,CI2,Low,863,4,2,2,2,2,2,3
6 Month,180,Clip,Artificial Reef,CI2,Low,864,2,3,3,3,2,2,2
6 Month,180,Clip,Artificial Reef,CI2,Low,864,4,2,2,2,2,2,2
6 Month,180,Clip,Artificial Reef,CI2,Low,860,2,2,2,2,2,2,2
6 Month,180,Clip,Artificial Reef,CI2,Low,860,4,2,2,2,2,2,2
6 Month,180,Clip,Artificial Reef,CI2,Low,892,2,3,3,3,4,4,4
6 Month,180,Clip,Artificial Reef,CI2,Low,892,4,2,2,2,2,2,1
6 Month,180,Clip,Artificial Reef,CI2,Low,893,2,2,2,2,2,1,1
6 Month,180,Clip,Artificial Reef,CI2,Low,893,4,1,2,2,3,5,3
6 Month,180,Clip,Artificial Reef,CI2,Low,1181,2,2,2,2,2,1,1
6 Month,180,Clip,Artificial Reef,CI2,Low,1181,4,3,3,3,3,2,2
6 Month,180,Clip,Artificial Reef,XC8,High,871,2,0,0,0,0,0,1
6 Month,180,Clip,Artificial Reef,XC8,High,871,4,0,0,1,1,0,0
6 Month,180,Clip,Artificial Reef,XC8,High,882,2,0,0,2,1,0,1
6 Month,180,Clip,Artificial Reef,XC8,High,882,4,3,0,0,1,2,1
6 Month,180,Clip,Artificial Reef,XC8,High,861,2,4,4,3,2,4,1
6 Month,180,Clip,Artificial Reef,XC8,High,861,4,0,0,5,1,0,3
6 Month,180,Clip,Artificial Reef,XC8,High,881,2,0,0,1,0,0,1
6 Month,180,Clip,Artificial Reef,XC8,High,881,4,0,3,1,2,0,0
6 Month,180,Clip,Artificial Reef,XC8,High,872,2,0,0,1,0,0,0
6 Month,180,Clip,Artificial Reef,XC8,High,872,4,0,0,1,2,2,0
6 Month,180,Clip,Artificial Reef,XC8,High,890,2,4,4,3,2,2,1
6 Month,180,Clip,Artificial Reef,XC8,High,890,4,4,3,2,1,1,0
6 Month,180,Clip,Artificial Reef,XC8,High,250,2,0,0,0,3,0,1
6 Month,180,Clip,Artificial Reef,XC8,High,250,4,0,0,0,0,1,0
6 Month,180,Clip,Artificial Reef,XC8,High,851,2,2,2,2,3,1,2
6 Month,180,Clip,Artificial Reef,XC8,High,851,4,2,3,5,2,2,1
1 Year,365,JA4,Inner Reef,G37,Low,873,2,8,4,2,2,1,1
1 Year,365,JA4,Inner Reef,G37,Low,873,4,1,0,0,1,0,0
1 Year,365,JA4,Inner Reef,G37,High,940,2,0,0,0,1,1,1
1 Year,365,JA4,Inner Reef,G37,High,940,4,0,0,0,0,0,0
1 Year,365,JA4,Inner Reef,G37,High,870,2,0,1,1,0,0,0
1 Year,365,JA4,Inner Reef,G37,High,870,4,0,1,1,0,0,0
1 Year,365,JA4,Inner Reef,G37,Low,894,2,1,1,1,0,1,1
1 Year,365,JA4,Inner Reef,G37,Low,894,4,2,3,0,1,0,1
1 Year,365,JA4,Inner Reef,G37,High,883,2,0,0,0,0,0,0
1 Year,365,JA4,Inner Reef,G37,High,883,4,0,0,0,0,0,0
1 Year,365,JA4,Inner Reef,G37,High,854,2,0,2,1,0,0,0
1 Year,365,JA4,Inner Reef,G37,High,854,4,0,0,1,1,1,0
1 Year,365,JA4,Inner Reef,G37,Low,866,2,9,6,4,2,6,3
1 Year,365,JA4,Inner Reef,G37,Low,866,4,3,0,3,3,1,5
1 Year,365,JA4,Inner Reef,G37,Low,850,2,4,4,4,4,3,3
1 Year,365,JA4,Inner Reef,G37,Low,850,4,4,3,2,3,3,7
1 Year,365,JA4,Inner Reef,G37,High,880,2,1,1,3,0,0,0
1 Year,365,JA4,Inner Reef,G37,High,880,4,1,1,1,0,1,2
1 Year,365,JA4,Inner Reef,G37,Low,862,2,5,1,4,2,2,2
1 Year,365,JA4,Inner Reef,G37,Low,862,4,0,2,2,4,5,2
1 Year,365,JA4,Inner Reef,G37,High,874,2,1,2,0,0,0,1
1 Year,365,JA4,Inner Reef,G37,High,874,4,0,0,0,0,1,0
1 Year,365,JA4,Inner Reef,G37,Low,859,2,1,2,2,4,0,1
1 Year,365,JA4,Inner Reef,G37,Low,859,4,2,5,3,2,3,2
1 Year,365,JA4,Inner Reef,H24,Low,10,2,0,0,0,0,0,0
1 Year,365,JA4,Inner Reef,H24,Low,10,4,4,3,7,5,5,5
1 Year,365,JA4,Inner Reef,H24,Low,30,2,3,3,6,5,5,5
1 Year,365,JA4,Inner Reef,H24,Low,30,4,5,4,3,3,3,3
1 Year,365,JA4,Inner Reef,H24,High,844,2,1,1,3,2,2,2
1 Year,365,JA4,Inner Reef,H24,High,844,4,3,2,1,2,2,1
1 Year,365,JA4,Inner Reef,H24,High,48,2,3,4,5,5,5,5
1 Year,365,JA4,Inner Reef,H24,High,48,4,2,2,4,3,3,3
1 Year,365,JA4,Inner Reef,H24,High,831,2,2,3,2,2,2,3
1 Year,365,JA4,Inner Reef,H24,High,831,4,2,2,3,3,3,3
1 Year,365,JA4,Inner Reef,H24,Low,46,2,4,3,5,5,5,4
1 Year,365,JA4,Inner Reef,H24,Low,46,4,6,5,5,4,3,5
1 Year,365,JA4,Inner Reef,H24,High,824,2,1,2,2,3,1,2
1 Year,365,JA4,Inner Reef,H24,High,824,4,3,4,5,5,5,5
1 Year,365,JA4,Inner Reef,H24,Low,1,2,4,6,5,4,5,4
1 Year,365,JA4,Inner Reef,H24,Low,1,4,6,6,5,5,5,4
1 Year,365,JA4,Inner Reef,H24,Low,20,2,5,5,5,5,4,5
1 Year,365,JA4,Inner Reef,H24,Low,20,4,5,6,3,5,5,5
1 Year,365,JA4,Inner Reef,H24,High,1098,2,4,2,5,4,5,5
1 Year,365,JA4,Inner Reef,H24,High,1098,4,5,4,5,4,5,5
1 Year,365,JA4,Inner Reef,H24,Low,47,2,4,2,3,4,3,4
1 Year,365,JA4,Inner Reef,H24,Low,47,4,4,5,4,3,5,4
1 Year,365,JA4,Inner Reef,H24,High,842,2,3,3,3,2,2,2
1 Year,365,JA4,Inner Reef,H24,High,842,4,2,1,1,2,2,2
1 Year,365,JA6,Nearshore,X17,Low,419,2,4,3,3,5,5,5
1 Year,365,JA6,Nearshore,X17,Low,419,4,3,5,4,4,4,4
1 Year,365,JA6,Nearshore,X17,High,355,2,4,3,2,3,3,2
1 Year,365,JA6,Nearshore,X17,High,355,4,2,4,3,3,3,3
1 Year,365,JA6,Nearshore,X17,High,441,2,2,3,3,2,2,2
1 Year,365,JA6,Nearshore,X17,High,441,4,3,3,3,2,2,2
1 Year,365,JA6,Nearshore,X17,High,910,2,3,3,3,2,3,2
1 Year,365,JA6,Nearshore,X17,High,910,4,2,2,2,3,2,2
1 Year,365,JA6,Nearshore,X17,Low,427,2,6,5,5,4,4,5
1 Year,365,JA6,Nearshore,X17,Low,427,4,3,3,4,4,3,4
1 Year,365,JA6,Nearshore,X17,High,409,2,2,3,3,5,5,5
1 Year,365,JA6,Nearshore,X17,High,409,4,5,4,3,5,2,4
1 Year,365,JA6,Nearshore,X17,Low,924,2,3,3,3,3,3,3
1 Year,365,JA6,Nearshore,X17,Low,924,4,2,2,3,3,3,3
1 Year,365,JA6,Nearshore,X17,High,931,2,3,3,3,3,3,3
1 Year,365,JA6,Nearshore,X17,High,931,4,3,4,3,5,5,4
1 Year,365,JA6,Nearshore,X17,Low,914,2,6,4,5,5,5,5
1 Year,365,JA6,Nearshore,X17,Low,914,4,3,3,5,4,4,4
1 Year,365,JA6,Nearshore,X17,Low,423,2,3,3,3,3,4,4
1 Year,365,JA6,Nearshore,X17,Low,423,4,2,3,3,3,3,5
1 Year,365,JA6,Nearshore,X17,High,455,2,3,3,3,3,3,3
1 Year,365,JA6,Nearshore,X17,High,455,4,2,3,4,4,4,4
1 Year,365,JA6,Nearshore,X17,Low,933,2,3,4,5,5,5,4
1 Year,365,JA6,Nearshore,X17,Low,933,4,4,3,5,5,5,5
1 Year,365,JA6,Nearshore,G24,High,49,2,0,0,0,0,0,1
1 Year,365,JA6,Nearshore,G24,High,49,4,1,1,0,0,0,0
1 Year,365,JA6,Nearshore,G24,Low,57,2,2,0,1,0,1,1
1 Year,365,JA6,Nearshore,G24,Low,57,4,6,6,1,4,2,4
1 Year,365,JA6,Nearshore,G24,Low,58,2,4,3,2,0,0,1
1 Year,365,JA6,Nearshore,G24,Low,58,4,3,4,3,3,5,5
1 Year,365,JA6,Nearshore,G24,Low,66,2,1,1,3,1,1,2
1 Year,365,JA6,Nearshore,G24,Low,66,4,4,2,2,1,2,0
1 Year,365,JA6,Nearshore,G24,High,48,2,0,0,0,1,1,0
1 Year,365,JA6,Nearshore,G24,High,48,4,0,0,0,0,1,0
1 Year,365,JA6,Nearshore,G24,Low,50,2,0,1,2,0,0,0
1 Year,365,JA6,Nearshore,G24,Low,50,4,1,0,0,0,1,0
1 Year,365,JA6,Nearshore,G24,Low,1071,2,4,2,3,0,3,3
1 Year,365,JA6,Nearshore,G24,Low,1071,4,2,1,2,1,1,0
1 Year,365,JA6,Nearshore,G24,Low,1083,2,3,2,1,3,2,1
1 Year,365,JA6,Nearshore,G24,Low,1083,4,5,3,3,4,3,4
1 Year,365,JA6,Nearshore,G24,High,923,2,0,0,0,1,0,0
1 Year,365,JA6,Nearshore,G24,High,923,4,1,1,1,0,1,0
1 Year,365,JA6,Nearshore,G24,High,65,2,0,0,0,1,1,0
1 Year,365,JA6,Nearshore,G24,High,65,4,2,3,0,1,1,0
1 Year,365,JA6,Nearshore,G24,High,60,2,0,0,1,0,0,0
1 Year,365,JA6,Nearshore,G24,High,60,4,0,0,0,0,0,1
1 Year,365,JA6,Nearshore,G24,High,59,2,0,1,0,0,0,0
1 Year,365,JA6,Nearshore,G24,High,59,4,0,0,0,0,0,0
1 Year,365,Clip,Artificial Reef,CI2,Low,891,2,1,2,3,1,1,1
1 Year,365,Clip,Artificial Reef,CI2,Low,891,4,3,4,4,2,1,1
1 Year,365,Clip,Artificial Reef,CI2,Low,852,2,8,3,2,6,4,3
1 Year,365,Clip,Artificial Reef,CI2,Low,852,4,4,4,4,6,3,3
1 Year,365,Clip,Artificial Reef,CI2,Low,863,2,3,3,3,2,1,1
1 Year,365,Clip,Artificial Reef,CI2,Low,863,4,3,3,3,4,3,3
1 Year,365,Clip,Artificial Reef,CI2,Low,864,2,1,2,2,1,1,2
1 Year,365,Clip,Artificial Reef,CI2,Low,864,4,5,5,5,4,4,4
1 Year,365,Clip,Artificial Reef,CI2,Low,860,2,4,3,3,4,2,2
1 Year,365,Clip,Artificial Reef,CI2,Low,860,4,1,1,2,3,0,1
1 Year,365,Clip,Artificial Reef,CI2,Low,892,2,3,3,2,0,1,3
1 Year,365,Clip,Artificial Reef,CI2,Low,892,4,6,5,1,1,4,5
1 Year,365,Clip,Artificial Reef,CI2,Low,893,2,0,0,0,1,1,0
1 Year,365,Clip,Artificial Reef,CI2,Low,893,4,1,4,2,3,2,2
1 Year,365,Clip,Artificial Reef,CI2,Low,1181,2,4,2,0,0,1,2
1 Year,365,Clip,Artificial Reef,CI2,Low,1181,4,5,6,3,4,1,2
1 Year,365,Clip,Artificial Reef,XC8,High,871,2,0,0,0,0,1,0
1 Year,365,Clip,Artificial Reef,XC8,High,871,4,0,1,2,1,0,0
1 Year,365,Clip,Artificial Reef,XC8,High,882,2,0,0,0,0,0,0
1 Year,365,Clip,Artificial Reef,XC8,High,882,4,0,1,0,1,0,0
1 Year,365,Clip,Artificial Reef,XC8,High,861,2,1,1,1,3,0,0
1 Year,365,Clip,Artificial Reef,XC8,High,861,4,2,1,2,2,0,0
1 Year,365,Clip,Artificial Reef,XC8,High,881,2,1,1,0,0,0,1
1 Year,365,Clip,Artificial Reef,XC8,High,881,4,3,2,1,0,0,1
1 Year,365,Clip,Artificial Reef,XC8,High,872,2,3,2,1,0,1,1
1 Year,365,Clip,Artificial Reef,XC8,High,872,4,1,1,1,1,1,0
1 Year,365,Clip,Artificial Reef,XC8,High,890,2,2,3,1,0,0,1
1 Year,365,Clip,Artificial Reef,XC8,High,890,4,3,1,2,2,0,1
1 Year,365,Clip,Artificial Reef,XC8,High,250,2,3,3,0,0,0,0
1 Year,365,Clip,Artificial Reef,XC8,High,250,4,0,0,0,0,0,2
1 Year,365,Clip,Artificial Reef,XC8,High,851,2,0,0,0,1,2,0
1 Year,365,Clip,Artificial Reef,XC8,High,851,4,1,1,1,0,0,0
2 Year,730,JA4,Inner Reef,G37,Low,873,2,5,0,1,5,4,2
2 Year,730,JA4,Inner Reef,G37,Low,873,4,1,1,1,2,0,10
2 Year,730,JA4,Inner Reef,G37,High,940,2,3,0,0,2,3,2
2 Year,730,JA4,Inner Reef,G37,High,940,4,1,5,1,0,4,2
2 Year,730,JA4,Inner Reef,G37,High,870,2,3,4,3,4,1,2
2 Year,730,JA4,Inner Reef,G37,High,870,4,2,2,0,5,2,1
2 Year,730,JA4,Inner Reef,G37,Low,894,2,9,4,2,2,4,2
2 Year,730,JA4,Inner Reef,G37,Low,894,4,3,4,8,5,3,4
2 Year,730,JA4,Inner Reef,G37,High,883,2,4,2,3,2,5,1
2 Year,730,JA4,Inner Reef,G37,High,883,4,1,3,0,0,2,3
2 Year,730,JA4,Inner Reef,G37,High,854,2,1,4,3,4,1,1
2 Year,730,JA4,Inner Reef,G37,High,854,4,1,0,1,1,3,2
2 Year,730,JA4,Inner Reef,G37,Low,866,2,4,4,11,4,7,5
2 Year,730,JA4,Inner Reef,G37,Low,866,4,11,12,10,8,7,19
2 Year,730,JA4,Inner Reef,G37,Low,850,2,3,3,2,2,2,3
2 Year,730,JA4,Inner Reef,G37,Low,850,4,4,3,6,5,2,5
2 Year,730,JA4,Inner Reef,G37,High,880,2,5,3,3,4,2,4
2 Year,730,JA4,Inner Reef,G37,High,880,4,2,3,1,2,3,2
2 Year,730,JA4,Inner Reef,G37,Low,862,2,6,2,1,3,4,4
2 Year,730,JA4,Inner Reef,G37,Low,862,4,3,3,2,0,3,2
2 Year,730,JA4,Inner Reef,G37,High,874,2,2,0,3,0,0,1
2 Year,730,JA4,Inner Reef,G37,High,874,4,0,3,0,2,1,1
2 Year,730,JA4,Inner Reef,G37,Low,859,2,3,1,1,4,2,1
2 Year,730,JA4,Inner Reef,G37,Low,859,4,1,4,3,4,6,1
2 Year,730,JA4,Inner Reef,H24,Low,10,2,1,1,1,1,1,1
2 Year,730,JA4,Inner Reef,H24,Low,10,4,1,2,3,3,0,1
2 Year,730,JA4,Inner Reef,H24,Low,30,2,5,4,1,1,1,1
2 Year,730,JA4,Inner Reef,H24,Low,30,4,1,2,0,0,0,0
2 Year,730,JA4,Inner Reef,H24,High,844,2,2,0,0,0,2,0
2 Year,730,JA4,Inner Reef,H24,High,844,4,5,2,0,4,3,2
2 Year,730,JA4,Inner Reef,H24,High,48,2,1,0,0,1,0,0
2 Year,730,JA4,Inner Reef,H24,High,48,4,1,1,0,0,0,0
2 Year,730,JA4,Inner Reef,H24,High,831,2,5,3,2,0,0,1
2 Year,730,JA4,Inner Reef,H24,High,831,4,4,8,5,5,2,0
2 Year,730,JA4,Inner Reef,H24,Low,46,2,2,1,3,2,2,3
2 Year,730,JA4,Inner Reef,H24,Low,46,4,6,7,5,4,6,3
2 Year,730,JA4,Inner Reef,H24,High,824,2,4,2,3,6,1,0
2 Year,730,JA4,Inner Reef,H24,High,824,4,0,0,0,1,2,0
2 Year,730,JA4,Inner Reef,H24,Low,1,2,2,4,4,3,0,1
2 Year,730,JA4,Inner Reef,H24,Low,1,4,2,2,0,1,0,0
2 Year,730,JA4,Inner Reef,H24,Low,20,2,2,3,5,5,4,5
2 Year,730,JA4,Inner Reef,H24,Low,20,4,2,3,5,5,4,5
2 Year,730,JA4,Inner Reef,H24,High,1098,2,5,4,4,2,0,4
2 Year,730,JA4,Inner Reef,H24,High,1098,4,4,5,3,5,4,4
2 Year,730,JA4,Inner Reef,H24,Low,47,2,5,3,1,3,5,3
2 Year,730,JA4,Inner Reef,H24,Low,47,4,0,3,0,0,2,0
2 Year,730,JA4,Inner Reef,H24,High,842,2,1,0,0,1,1,0
2 Year,730,JA4,Inner Reef,H24,High,842,4,4,4,3,1,2,2
2 Year,730,JA6,Nearshore,X17,Low,419,2,4,4,3,4,3,4
2 Year,730,JA6,Nearshore,X17,Low,419,4,6,4,4,4,6,2
2 Year,730,JA6,Nearshore,X17,High,355,2,1,3,1,1,1,3
2 Year,730,JA6,Nearshore,X17,High,355,4,1,3,1,2,3,1
2 Year,730,JA6,Nearshore,X17,High,441,2,1,3,2,0,1,0
2 Year,730,JA6,Nearshore,X17,High,441,4,2,1,3,0,2,1
2 Year,730,JA6,Nearshore,X17,High,910,2,2,2,2,3,2,2
2 Year,730,JA6,Nearshore,X17,High,910,4,1,3,0,1,1,1
2 Year,730,JA6,Nearshore,X17,Low,427,2,3,4,1,2,2,2
2 Year,730,JA6,Nearshore,X17,Low,427,4,5,6,2,3,6,4
2 Year,730,JA6,Nearshore,X17,High,409,2,3,2,1,2,2,2
2 Year,730,JA6,Nearshore,X17,High,409,4,2,3,3,5,2,2
2 Year,730,JA6,Nearshore,X17,Low,924,2,3,4,3,3,3,3
2 Year,730,JA6,Nearshore,X17,Low,924,4,3,3,2,0,1,0
2 Year,730,JA6,Nearshore,X17,High,931,2,3,3,5,1,3,1
2 Year,730,JA6,Nearshore,X17,High,931,4,2,4,2,4,2,2
2 Year,730,JA6,Nearshore,X17,Low,914,2,5,3,4,4,2,3
2 Year,730,JA6,Nearshore,X17,Low,914,4,3,4,4,2,3,4
2 Year,730,JA6,Nearshore,X17,Low,423,2,2,1,2,4,0,1
2 Year,730,JA6,Nearshore,X17,Low,423,4,2,1,2,2,3,2
2 Year,730,JA6,Nearshore,X17,High,455,2,2,3,1,0,1,2
2 Year,730,JA6,Nearshore,X17,High,455,4,2,5,1,1,3,2
2 Year,730,JA6,Nearshore,X17,Low,933,2,2,2,4,1,2,2
2 Year,730,JA6,Nearshore,X17,Low,933,4,2,2,1,3,2,4
2 Year,730,JA6,Nearshore,G24,High,49,2,1,0,0,1,0,2
2 Year,730,JA6,Nearshore,G24,High,49,4,0,3,1,2,1,4
2 Year,730,JA6,Nearshore,G24,Low,57,2,2,5,4,6,5,5
2 Year,730,JA6,Nearshore,G24,Low,57,4,4,3,5,5,2,1
2 Year,730,JA6,Nearshore,G24,Low,58,2,2,4,3,3,1,2
2 Year,730,JA6,Nearshore,G24,Low,58,4,4,3,1,2,3,2
2 Year,730,JA6,Nearshore,G24,Low,66,2,1,1,5,3,1,2
2 Year,730,JA6,Nearshore,G24,Low,66,4,3,2,1,3,3,4
2 Year,730,JA6,Nearshore,G24,High,48,2,1,0,0,0,1,0
2 Year,730,JA6,Nearshore,G24,High,48,4,0,0,0,2,0,0
2 Year,730,JA6,Nearshore,G24,Low,50,2,1,4,3,2,1,2
2 Year,730,JA6,Nearshore,G24,Low,50,4,1,1,2,4,4,0
2 Year,730,JA6,Nearshore,G24,Low,1071,2,2,3,4,4,2,2
2 Year,730,JA6,Nearshore,G24,Low,1071,4,2,3,0,4,2,2
2 Year,730,JA6,Nearshore,G24,Low,1083,2,3,2,4,5,6,3
2 Year,730,JA6,Nearshore,G24,Low,1083,4,3,4,2,4,2,2
2 Year,730,JA6,Nearshore,G24,High,923,2,0,0,0,1,0,1
2 Year,730,JA6,Nearshore,G24,High,923,4,0,0,0,0,0,1
2 Year,730,JA6,Nearshore,G24,High,65,2,0,0,1,2,0,0
2 Year,730,JA6,Nearshore,G24,High,65,4,0,1,2,1,0,0
2 Year,730,JA6,Nearshore,G24,High,60,2,4,4,2,2,3,2
2 Year,730,JA6,Nearshore,G24,High,60,4,1,4,2,1,3,3
2 Year,730,JA6,Nearshore,G24,High,59,2,3,2,0,0,1,2
2 Year,730,JA6,Nearshore,G24,High,59,4,1,0,2,0,2,0
2 Year,730,Clip,Artificial Reef,CI2,Low,891,2,7,5,6,4,4,3
2 Year,730,Clip,Artificial Reef,CI2,Low,891,4,4,2,2,4,3,4
2 Year,730,Clip,Artificial Reef,CI2,Low,852,2,5,3,3,4,2,5
2 Year,730,Clip,Artificial Reef,CI2,Low,852,4,2,2,4,5,2,2
2 Year,730,Clip,Artificial Reef,CI2,Low,863,2,2,2,3,2,3,2
2 Year,730,Clip,Artificial Reef,CI2,Low,863,4,2,5,4,2,2,4
2 Year,730,Clip,Artificial Reef,CI2,Low,864,2,3,3,4,3,5,3
2 Year,730,Clip,Artificial Reef,CI2,Low,864,4,3,1,4,5,1,1
2 Year,730,Clip,Artificial Reef,CI2,Low,860,2,2,3,4,3,4,2
2 Year,730,Clip,Artificial Reef,CI2,Low,860,4,2,1,1,2,2,2
2 Year,730,Clip,Artificial Reef,CI2,Low,892,2,1,2,1,3,4,1
2 Year,730,Clip,Artificial Reef,CI2,Low,892,4,2,2,2,3,2,2
2 Year,730,Clip,Artificial Reef,CI2,Low,893,2,2,2,3,2,2,2
2 Year,730,Clip,Artificial Reef,CI2,Low,893,4,2,1,2,2,2,2
2 Year,730,Clip,Artificial Reef,CI2,Low,1181,2,4,2,4,2,1,1
2 Year,730,Clip,Artificial Reef,CI2,Low,1181,4,3,0,3,2,5,3
2 Year,730,Clip,Artificial Reef,XC8,High,871,2,0,0,0,1,0,0
2 Year,730,Clip,Artificial Reef,XC8,High,871,4,1,1,1,0,0,3
2 Year,730,Clip,Artificial Reef,XC8,High,882,2,0,0,0,0,0,0
2 Year,730,Clip,Artificial Reef,XC8,High,882,4,0,0,1,0,0,1
2 Year,730,Clip,Artificial Reef,XC8,High,861,2,1,3,2,1,3,3
2 Year,730,Clip,Artificial Reef,XC8,High,861,4,2,3,0,1,3,0
2 Year,730,Clip,Artificial Reef,XC8,High,881,2,2,4,3,2,1,2
2 Year,730,Clip,Artificial Reef,XC8,High,881,4,1,0,0,1,1,1
2 Year,730,Clip,Artificial Reef,XC8,High,872,2,0,0,0,1,0,0
2 Year,730,Clip,Artificial Reef,XC8,High,872,4,1,0,0,1,0,0
2 Year,730,Clip,Artificial Reef,XC8,High,890,2,1,1,1,2,1,0
2 Year,730,Clip,Artificial Reef,XC8,High,890,4,4,2,3,1,1,0
2 Year,730,Clip,Artificial Reef,XC8,High,250,2,1,5,5,2,3,3
2 Year,730,Clip,Artificial Reef,XC8,High,250,4,1,0,1,2,3,4
2 Year,730,Clip,Artificial Reef,XC8,High,851,2,1,3,0,0,2,3
2 Year,730,Clip,Artificial Reef,XC8,High,851,4,1,0,4,2,3,2
