Structure ID,Cluster,Column,Position,Species,Type,Structure,Genotype,Size,Interval 1,Interval 2,Absolute_Change,Percent_Change,Relative Growth,Relative Growth/month,Relative growth/yr,SQRT Interval 1 ,SQRT Interval 2,AMR1,AMR2,Linear Extension (cm/month),Yearly ext (cm/year),Change in AMR,Yearly ext mm
O,5,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.197,1.348,1.151,584.3,584.2639594,97.37732657,1168.527919,0.44384682,1.161034022,0.141280831,0.369568607,0.038047963,0.456575553,0.228287776,4.565755529
O,5,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.21,0.893,0.683,325.2,325.2380952,54.20634921,650.4761905,0.458257569,0.944986772,0.145867915,0.300798632,0.025821786,0.309861434,0.154930717,3.098614344
O,5,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.203,1.078,0.875,431.0,431.0344828,71.83908046,862.0689655,0.450555213,1.038267788,0.143416179,0.330490901,0.03117912,0.374149446,0.187074723,3.741494458
O,5,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.357,0,-0.357,-100.0,-100,-16.66666667,-200,0.59749477,0,0.190188492,0,-0.031698082,-0.380376984,-0.190188492,-3.803769844
O,5,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.337,0.16,-0.177,-52.5,-52.52225519,-8.753709199,-105.0445104,0.580517011,0.4,0.184784304,0.127323954,-0.009576725,-0.114920698,-0.057460349,-1.149206984
O,5,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.285,0.512,0.227,79.6,79.64912281,13.2748538,159.2982456,0.533853913,0.715541753,0.169930978,0.227764014,0.009638839,0.115666071,0.057833036,1.156660715
O,5,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.154,0.93,0.776,503.9,503.8961039,83.98268398,1007.792208,0.392428337,0.964365076,0.124913819,0.306966938,0.030342186,0.364106236,0.182053118,3.641062364
O,6,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.112,0.947,0.835,745.5,745.5357143,124.2559524,1491.071429,0.334664011,0.97313925,0.106526863,0.309759844,0.033872163,0.406465962,0.203232981,4.064659616
O,6,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.123,0.443,0.32,260.2,260.1626016,43.3604336,520.3252033,0.350713558,0.665582452,0.111635593,0.211861474,0.016704314,0.200451763,0.100225882,2.004517632
O,6,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.153,0.722,0.569,371.9,371.8954248,61.98257081,743.7908497,0.391152144,0.849705831,0.124507595,0.270469766,0.024327029,0.291924344,0.145962172,2.919243439
O,6,1,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.251,0,-0.251,-100.0,-100,-16.66666667,-200,0.500999002,0,0.159472935,0,-0.026578823,-0.318945871,-0.159472935,-3.189458706
O,6,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.268,0.599,0.331,123.5,123.5074627,20.58457711,247.0149254,0.517687164,0.773950903,0.164784942,0.246356224,0.013595214,0.163142563,0.081571281,1.631425629
O,6,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.152,1.027,0.875,575.7,575.6578947,95.94298246,1151.315789,0.389871774,1.013410085,0.12410004,0.322578449,0.033079735,0.396956818,0.198478409,3.969568176
O,6,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.043,1.272,1.229,2858.1,2858.139535,476.3565891,5716.27907,0.207364414,1.127829774,0.066006143,0.358999367,0.048832204,0.585986449,0.292993224,5.859864485
O,6,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.149,0.94,0.791,530.9,530.8724832,88.4787472,1061.744966,0.386005181,0.969535971,0.122869265,0.308612885,0.03095727,0.371487239,0.185743619,3.714872388
O,6,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.073,0.853,0.78,1068.5,1068.493151,178.0821918,2136.986301,0.270185122,0.923579991,0.086002595,0.293984642,0.034663674,0.415964093,0.207982047,4.15964093
O,6,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.458,1.679,1.221,266.6,266.5938865,44.43231441,533.1877729,0.676756973,1.295762324,0.215418435,0.412453958,0.032839254,0.394071046,0.197035523,3.940710458
O,6,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.157,1.751,1.594,1015.3,1015.286624,169.2144374,2030.573248,0.396232255,1.323253566,0.126124644,0.421204692,0.049180008,0.590160096,0.295080048,5.901600959
O,6,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.213,0.841,0.628,294.8,294.8356808,49.13928013,589.6713615,0.46151923,0.917060521,0.146906134,0.29190943,0.024167216,0.290006593,0.145003297,2.90006593
O,6,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.049,0.326,0.277,565.3,565.3061224,94.21768707,1130.612245,0.221359436,0.570964097,0.070460897,0.181743517,0.018547103,0.22256524,0.11128262,2.225652395
O,6,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.173,0.864,0.691,399.4,399.4219653,66.57032755,798.8439306,0.415932687,0.929516003,0.132395486,0.295874133,0.027246441,0.326957294,0.163478647,3.269572939
O,6,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.127,0.368,0.241,189.8,189.7637795,31.62729659,379.5275591,0.356370594,0.606630036,0.113436283,0.193096338,0.013276676,0.159320109,0.079660054,1.593201089
O,6,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.049,0.245,0.196,400.0,400,66.66666667,800,0.221359436,0.494974747,0.070460897,0.157555355,0.014515743,0.174188917,0.087094458,1.741889168
O,6,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.269,0.828,0.559,207.8,207.8066914,34.63444857,415.6133829,0.518652099,0.909945053,0.165092091,0.289644506,0.020758736,0.249104831,0.124552416,2.491048314
O,6,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.147,0.724,0.577,392.5,392.5170068,65.41950113,785.0340136,0.38340579,0.850881895,0.122041853,0.270844119,0.024800378,0.297604532,0.148802266,2.976045317
O,6,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.086,0.686,0.6,697.7,697.6744186,116.2790698,1395.348837,0.293257566,0.82825117,0.093346782,0.263640536,0.028382292,0.340587506,0.170293753,3.405875062
O,6,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.361,1.189,0.828,229.4,229.3628809,38.22714681,458.7257618,0.600832755,1.090412766,0.191251006,0.347089163,0.025973026,0.311676315,0.155838157,3.116763148
O,6,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.113,1.398,1.285,1137.2,1137.168142,189.5280236,2274.336283,0.336154726,1.1823705,0.107001373,0.376360219,0.044893141,0.538717693,0.269358847,5.387176934
O,6,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.216,2.365,2.149,994.9,994.9074074,165.8179012,1989.814815,0.464758002,1.53785565,0.147937067,0.489514657,0.056929598,0.683155181,0.34157759,6.831551806
O,6,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.125,1.161,1.036,828.8,828.8,138.1333333,1657.6,0.353553391,1.0774971,0.11253954,0.342977979,0.038406407,0.460876879,0.23043844,4.608768793
O,6,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.164,0,-0.164,-100.0,-100,-16.66666667,-200,0.404969135,0,0.128905679,0,-0.02148428,-0.257811358,-0.128905679,-2.578113583
O,6,5,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.206,0.951,0.745,361.7,361.6504854,60.27508091,723.3009709,0.453872229,0.975192289,0.144472017,0.310413346,0.027656888,0.331882658,0.165941329,3.318826579
NSU1,1,1,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.026,0.226,0.2,769.2,769.2307692,128.2051282,1538.461538,0.161245155,0.475394573,0.051325927,0.151322792,0.016666144,0.199993731,0.099996865,1.99993731
NSU1,1,1,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.031,0.333,0.302,974.2,974.1935484,162.3655914,1948.387097,0.176068169,0.577061522,0.056044239,0.183684387,0.021273358,0.255280297,0.127640149,2.552802973
NSU1,1,1,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.064,0.719,0.655,1023.4,1023.4375,170.5729167,2046.875,0.252982213,0.847938677,0.080526739,0.269907264,0.031563421,0.378761049,0.189380524,3.787610488
NSU1,1,1,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.032,0.507,0.475,1484.4,1484.375,247.3958333,2968.75,0.178885438,0.712039325,0.056941003,0.226649156,0.028284692,0.339416306,0.169708153,3.394163059
NSU1,1,2,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.079,0.702,0.623,788.6,788.6075949,131.4345992,1577.21519,0.281069386,0.837854403,0.089467164,0.26669734,0.029538363,0.35446035,0.177230175,3.544603503
NSU1,1,2,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.025,0.237,0.212,848.0,848,141.3333333,1696,0.158113883,0.486826458,0.050329212,0.154961674,0.017438744,0.209264925,0.104632462,2.092649245
NSU1,1,2,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.034,0.324,0.29,852.9,852.9411765,142.1568627,1705.882353,0.184390889,0.569209979,0.058693443,0.181185164,0.020415287,0.244983441,0.122491721,2.449834413
NSU1,1,2,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.03,0.535,0.505,1683.3,1683.333333,280.5555556,3366.666667,0.173205081,0.731436942,0.05513289,0.23282361,0.02961512,0.35538144,0.17769072,3.553814404
NSU1,1,3,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.01,0,-0.01,-100.0,-100,-16.66666667,-200,0.1,0,0.031830989,0,-0.005305165,-0.063661977,-0.031830989,-0.636619772
NSU1,1,3,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.077,0.413,0.336,436.4,436.3636364,72.72727273,872.7272727,0.277488739,0.642650761,0.088327409,0.20456209,0.019372447,0.232469363,0.116234682,2.324693633
NSU1,1,3,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.06,0.452,0.392,653.3,653.3333333,108.8888889,1306.666667,0.244948974,0.672309453,0.07796968,0.214002745,0.022672178,0.27206613,0.136033065,2.720661304
NSU1,1,3,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.049,0.175,0.126,257.1,257.1428571,42.85714286,514.2857143,0.221359436,0.418330013,0.070460897,0.133158579,0.010449614,0.125395364,0.062697682,1.253953639
NSU1,1,4,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.047,0.405,0.358,761.7,761.7021277,126.9503546,1523.404255,0.216794834,0.636396103,0.069007939,0.202571171,0.022260539,0.267126464,0.133563232,2.671264645
NSU1,1,4,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.041,0.349,0.308,751.2,751.2195122,125.203252,1502.439024,0.202484567,0.59076222,0.06445284,0.188045455,0.020598769,0.247185231,0.123592615,2.471852306
NSU1,1,4,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.022,0,-0.022,-100.0,-100,-16.66666667,-200,0.14832397,0,0.047212986,0,-0.007868831,-0.094425972,-0.047212986,-0.944259719
NSU1,1,4,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.063,0.085,0.022,34.9,34.92063492,5.82010582,69.84126984,0.250998008,0.291547595,0.079895147,0.092802482,0.002151222,0.025814669,0.012907334,0.258146687
NSU1,1,5,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.037,0.47,0.433,1170.3,1170.27027,195.045045,2340.540541,0.192353841,0.68556546,0.061228129,0.218222264,0.026165689,0.313988269,0.156994134,3.139882689
NSU1,1,5,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.02,0.203,0.183,915.0,915,152.5,1830,0.141421356,0.450555213,0.045015816,0.143416179,0.01640006,0.196800726,0.098400363,1.968007256
NSU1,1,5,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.032,0.204,0.172,537.5,537.5,89.58333333,1075,0.178885438,0.451663592,0.056941003,0.143768986,0.01447133,0.173655966,0.086827983,1.736559659
NSU1,1,5,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.042,0.317,0.275,654.8,654.7619048,109.1269841,1309.52381,0.204939015,0.56302753,0.065234115,0.179217229,0.018997186,0.227966229,0.113983114,2.27966229
NSU1,2,1,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.132,0.938,0.806,610.6,610.6060606,101.7676768,1221.212121,0.363318042,0.968504001,0.115647725,0.308284398,0.032106112,0.385273347,0.192636674,3.852733472
NSU1,2,1,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.061,0.418,0.357,585.2,585.2459016,97.54098361,1170.491803,0.246981781,0.646529195,0.078616743,0.205796634,0.021196649,0.254359784,0.127179892,2.543597839
NSU1,2,1,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.102,0.396,0.294,288.2,288.2352941,48.03921569,576.4705882,0.319374388,0.629285309,0.101660025,0.200307735,0.016441285,0.19729542,0.09864771,1.972954196
NSU1,2,1,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.112,0.773,0.661,590.2,590.1785714,98.36309524,1180.357143,0.334664011,0.879204186,0.106526863,0.279859384,0.028888754,0.346665042,0.173332521,3.466650423
NSU1,2,2,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.139,0.656,0.517,371.9,371.942446,61.99040767,743.8848921,0.372827038,0.809938269,0.118674532,0.257811358,0.023189471,0.278273653,0.139136826,2.782736528
NSU1,2,2,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.082,0.165,0.083,101.2,101.2195122,16.8699187,202.4390244,0.286356421,0.40620192,0.09115008,0.129298087,0.006358001,0.076296014,0.038148007,0.762960143
NSU1,2,2,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.082,0.54,0.458,558.5,558.5365854,93.08943089,1117.073171,0.286356421,0.734846923,0.09115008,0.23390904,0.02379316,0.285517921,0.142758961,2.85517921
NSU1,2,2,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.348,1.145,0.797,229.0,229.0229885,38.17049808,458.045977,0.589915248,1.070046728,0.187775855,0.340606452,0.025471766,0.305661193,0.152830597,3.056611934
NSU1,2,3,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.244,0,-0.244,-100.0,-100,-16.66666667,-200,0.493963561,0,0.157233485,0,-0.026205581,-0.31446697,-0.157233485,-3.1446697
NSU1,2,3,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Small,0.062,0,-0.062,-100.0,-100,-16.66666667,-200,0.248997992,0,0.079258522,0,-0.013209754,-0.158517045,-0.079258522,-1.58517045
NSU1,2,3,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.184,0.426,0.242,131.5,131.5217391,21.92028986,263.0434783,0.428952212,0.652686755,0.13653973,0.207756647,0.011869486,0.142433834,0.071216917,1.424338339
NSU1,2,3,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.145,0.514,0.369,254.5,254.4827586,42.4137931,508.9655172,0.380788655,0.716937933,0.121208794,0.228208432,0.017833273,0.213999277,0.106999638,2.139992768
NSU1,2,4,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.083,0.061,-0.022,-26.5,-26.5060241,-4.417670683,-53.01204819,0.288097206,0.246981781,0.091704189,0.078616743,-0.002181241,-0.026174893,-0.013087446,-0.261748926
NSU1,2,4,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.145,0.68,0.535,369.0,368.9655172,61.49425287,737.9310345,0.380788655,0.824621125,0.121208794,0.262485056,0.023546044,0.282552526,0.141276263,2.825525259
NSU1,2,4,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.135,0.759,0.624,462.2,462.2222222,77.03703704,924.4444444,0.367423461,0.871206061,0.11695452,0.277313502,0.026726497,0.320717964,0.160358982,3.207179636
NSU1,2,4,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.12,0.458,0.338,281.7,281.6666667,46.94444444,563.3333333,0.346410162,0.676756973,0.110265779,0.215418435,0.017525443,0.210305312,0.105152656,2.103053117
NSU1,2,5,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.134,0.364,0.23,171.6,171.641791,28.60696517,343.2835821,0.366060104,0.603324125,0.11652055,0.192044034,0.012587247,0.151046967,0.075523483,1.510469669
NSU1,2,5,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.272,0.41,0.138,50.7,50.73529412,8.455882353,101.4705882,0.521536192,0.640312424,0.166010126,0.203817775,0.006301275,0.075615297,0.037807649,0.756152974
NSU1,2,5,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.306,1.738,1.432,468.0,467.9738562,77.9956427,935.9477124,0.553172667,1.31833228,0.176080329,0.419638198,0.040592978,0.487115738,0.243557869,4.871157383
NSU1,2,5,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.175,1.486,1.311,749.1,749.1428571,124.8571429,1498.285714,0.418330013,1.219015997,0.133158579,0.388024843,0.042477711,0.509732528,0.254866264,5.097325285
NSU1,3,1,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.159,0.127,-0.032,-20.1,-20.12578616,-3.354297694,-40.25157233,0.398748041,0.356370594,0.126925443,0.113436283,-0.002248193,-0.026978321,-0.01348916,-0.269783207
NSU1,3,1,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.204,0.601,0.397,194.6,194.6078431,32.43464052,389.2156863,0.451663592,0.775241898,0.143768986,0.24676716,0.017166362,0.205996348,0.102998174,2.059963476
NSU1,3,1,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.101,0.69,0.589,583.2,583.1683168,97.19471947,1166.336634,0.317804972,0.830662386,0.101160464,0.26440805,0.027207931,0.326495171,0.163247585,3.264951706
NSU1,3,1,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.315,2.189,1.874,594.9,594.9206349,99.15343915,1189.84127,0.561248608,1.479526951,0.178650981,0.470948056,0.048716179,0.58459415,0.292297075,5.8459415
NSU1,3,2,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.087,0.267,0.18,206.9,206.8965517,34.48275862,413.7931034,0.294957624,0.516720427,0.093887928,0.16447722,0.011764882,0.141178585,0.070589293,1.411785853
NSU1,3,2,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.145,0.515,0.37,255.2,255.1724138,42.52873563,510.3448276,0.380788655,0.717635005,0.121208794,0.228430317,0.017870254,0.214443046,0.107221523,2.144430463
NSU1,3,2,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.344,0.406,0.062,18.0,18.02325581,3.003875969,36.04651163,0.586515132,0.637181293,0.186693565,0.202821105,0.002687923,0.03225508,0.01612754,0.322550798
NSU1,3,2,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.232,0.753,0.521,224.6,224.5689655,37.42816092,449.137931,0.481663783,0.867755726,0.153318344,0.276215226,0.020482814,0.245793765,0.122896882,2.457937648
NSU1,3,3,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.071,0.359,0.288,405.6,405.6338028,67.6056338,811.2676056,0.266458252,0.599166087,0.084816296,0.190720489,0.017650699,0.211808386,0.105904193,2.118083864
NSU1,3,3,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.176,0.656,0.48,272.7,272.7272727,45.45454545,545.4545455,0.419523539,0.809938269,0.13353849,0.257811358,0.020712145,0.248545737,0.124272868,2.485457365
NSU1,3,3,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.13,0.993,0.863,663.8,663.8461538,110.6410256,1327.692308,0.360555128,0.996493853,0.114768262,0.317193845,0.033737597,0.404851167,0.202425583,4.048511669
NSU1,3,3,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.266,0.556,0.29,109.0,109.0225564,18.17042607,218.0451128,0.515751878,0.745654075,0.164168922,0.237349064,0.01219669,0.146360284,0.073180142,1.463602843
NSU1,3,4,1,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.221,0.094,-0.127,-57.5,-57.46606335,-9.577677225,-114.9321267,0.470106371,0.306594194,0.149639505,0.097591963,-0.00867459,-0.104095085,-0.052047542,-1.040950847
NSU1,3,4,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.319,0.736,0.417,130.7,130.7210031,21.78683386,261.4420063,0.56480085,0.857904424,0.179781694,0.273079459,0.015549628,0.18659553,0.093297765,1.865955304
NSU1,3,4,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.179,1.33,1.151,643.0,643.0167598,107.16946,1286.03352,0.423083916,1.153256259,0.134671793,0.367092869,0.038736846,0.464842151,0.232421076,4.648421511
NSU1,3,4,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Medium,0.09,0.645,0.555,616.7,616.6666667,102.7777778,1233.333333,0.3,0.80311892,0.095492966,0.255640692,0.026691288,0.320295452,0.160147726,3.202954525
NSU1,3,5,2,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.169,0,-0.169,-100.0,-100,-16.66666667,-200,0.411096096,0,0.130855951,0,-0.021809325,-0.261711903,-0.130855951,-2.617119029
NSU1,3,5,3,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.145,0.501,0.356,245.5,245.5172414,40.91954023,491.0344828,0.380788655,0.707813535,0.121208794,0.225304046,0.017349209,0.208190504,0.104095252,2.081905043
NSU1,3,5,4,D. labyrinthiformis Juvenile,Recruit,Table,NA,Large,0.237,0,-0.237,-100.0,-100,-16.66666667,-200,0.486826458,0,0.154961674,0,-0.025826946,-0.309923349,-0.154961674,-3.099233487
R,1,1,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.059,0.208,0.149,252.5,252.5423729,42.09039548,505.0847458,0.242899156,0.45607017,0.077317203,0.145171644,0.011309074,0.135708882,0.067854441,1.357088824
R,1,1,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.017,0,-0.017,-100.0,-100,-16.66666667,-200,0.130384048,0,0.041502532,0,-0.006917089,-0.083005063,-0.041502532,-0.83005063
R,1,1,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.123,0.569,0.446,362.6,362.601626,60.43360434,725.203252,0.350713558,0.754320887,0.111635593,0.240107796,0.021412034,0.256944405,0.128472203,2.569444055
R,1,1,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.072,0.45,0.378,525.0,525,87.5,1050,0.268328157,0.670820393,0.085411505,0.213528763,0.021352876,0.256234516,0.128117258,2.562345156
R,1,2,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.162,0,-0.162,-100.0,-100,-16.66666667,-200,0.402492236,0,0.128117258,0,-0.021352876,-0.256234516,-0.128117258,-2.562345156
R,1,2,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.107,0.598,0.491,458.9,458.8785047,76.47975078,917.7570093,0.327108545,0.773304597,0.104121884,0.246150498,0.023671436,0.284057229,0.142028615,2.840572294
R,1,2,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.136,1.01,0.874,642.6,642.6470588,107.1078431,1285.294118,0.368781778,1.004987562,0.117386886,0.319897477,0.033751765,0.405021181,0.202510591,4.050211813
R,1,2,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.083,0.36,0.277,333.7,333.7349398,55.62248996,667.4698795,0.288097206,0.6,0.091704189,0.190985932,0.016546957,0.198563486,0.099281743,1.985634858
R,1,2,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.097,0,-0.097,-100.0,-100,-16.66666667,-200,0.31144823,0,0.099137051,0,-0.016522842,-0.198274101,-0.099137051,-1.982741013
R,1,3,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.082,0.16,0.078,95.1,95.12195122,15.85365854,190.2439024,0.286356421,0.4,0.09115008,0.127323954,0.006028979,0.072347749,0.036173875,0.723477492
R,1,3,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.155,0.815,0.66,425.8,425.8064516,70.96774194,851.6129032,0.393700394,0.902773504,0.125318728,0.287361731,0.027007167,0.324086008,0.162043004,3.240860078
R,1,3,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.135,0.704,0.569,421.5,421.4814815,70.24691358,842.962963,0.367423461,0.839047079,0.11695452,0.26707698,0.02502041,0.30024492,0.15012246,3.002449198
R,1,3,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.095,0.124,0.029,30.5,30.52631579,5.087719298,61.05263158,0.3082207,0.352136337,0.098109696,0.112088477,0.002329797,0.027957563,0.013978781,0.279575629
R,1,3,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.073,0.647,0.574,786.3,786.3013699,131.0502283,1572.60274,0.270185122,0.804363102,0.086002595,0.256036727,0.028339022,0.340068264,0.170034132,3.400682643
R,1,4,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.109,0.626,0.517,474.3,474.3119266,79.05198777,948.6238532,0.33015148,0.791201618,0.10509048,0.251847297,0.024459469,0.293513634,0.146756817,2.935136335
R,1,4,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.079,0.166,0.087,110.1,110.1265823,18.35443038,220.2531646,0.281069386,0.407430976,0.089467164,0.129689308,0.006703691,0.080444286,0.040222143,0.804442862
R,1,4,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Medium,0.136,0.365,0.229,168.4,168.3823529,28.06372549,336.7647059,0.368781778,0.604152299,0.117386886,0.192307649,0.012486794,0.149841527,0.074920764,1.498415271
R,1,4,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.21,0.358,0.148,70.5,70.47619048,11.74603175,140.952381,0.458257569,0.598331012,0.145867915,0.190454676,0.007431127,0.089173523,0.044586762,0.891735231
R,1,4,5,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.012,0,-0.012,-100.0,-100,-16.66666667,-200,0.109544512,0,0.034869101,0,-0.005811517,-0.069738202,-0.034869101,-0.69738202
R,1,5,1,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.069,0.127,0.058,84.1,84.05797101,14.00966184,168.115942,0.262678511,0.356370594,0.083613167,0.113436283,0.004970519,0.059646232,0.029823116,0.596462325
R,1,5,2,D. labyrinthiformis Juvenile,Recruit,Module,NA,Large,0.214,0.771,0.557,260.3,260.2803738,43.38006231,520.5607477,0.46260134,0.878066057,0.14725058,0.279497107,0.022041088,0.264493053,0.132246527,2.644930532
R,1,5,3,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.062,0,-0.062,-100.0,-100,-16.66666667,-200,0.248997992,0,0.079258522,0,-0.013209754,-0.158517045,-0.079258522,-1.58517045
R,1,5,4,D. labyrinthiformis Juvenile,Recruit,Module,NA,Small,0.064,0,-0.064,-100.0,-100,-16.66666667,-200,0.252982213,0,0.080526739,0,-0.013421123,-0.161053479,-0.080526739,-1.610534787
