Structure ID,Cluster,Column,Position,Species,Type,Structure,Genotype,Size,Interval 1,Interval 2,Absolute_Change,Percent_Change,Relative Growth,Relative Growth/month,Relative growth/yr,SQRT Interval 1 ,SQRT Interval 2,AMR1,AMR2,Linear Extension (cm/month),Yearly ext (cm/year),Change in AMR,Yearly ext mm
Tree Rex,B,7,19,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Large,0.172,0.514,0.342,198.8,198.8372093,33.13953488,397.6744186,0.414728827,0.716937933,0.132012286,0.228208432,0.016032691,0.192392292,0.096196146,1.923922923
Tree Rex,B,7,21,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Large,0.16,0,-0.16,-100.0,-100,-16.66666667,-200,0.4,0,0.127323954,0,-0.021220659,-0.254647909,-0.127323954,-2.546479089
Tree Rex,B,7,22,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.117,0,-0.117,-100.0,-100,-16.66666667,-200,0.342052628,0,0.108878733,0,-0.018146455,-0.217757466,-0.108878733,-2.177574659
Tree Rex,B,7,23,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Small,0.064,0,-0.064,-100.0,-100,-16.66666667,-200,0.252982213,0,0.080526739,0,-0.013421123,-0.161053479,-0.080526739,-1.610534787
Tree Rex,B,7,24,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.081,0,-0.081,-100.0,-100,-16.66666667,-200,0.284604989,0,0.090592582,0,-0.015098764,-0.181185164,-0.090592582,-1.811851636
Tree Rex,A,9,1,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.125,0,-0.125,-100.0,-100,-16.66666667,-200,0.353553391,0,0.11253954,0,-0.01875659,-0.225079079,-0.11253954,-2.25079079
Tree Rex,A,9,2,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.092,0,-0.092,-100.0,-100,-16.66666667,-200,0.303315018,0,0.096548169,0,-0.016091361,-0.193096338,-0.096548169,-1.930963376
Tree Rex,A,9,3,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Large,0.298,0,-0.298,-100.0,-100,-16.66666667,-200,0.545893763,0,0.173763381,0,-0.028960564,-0.347526763,-0.173763381,-3.475267629
Tree Rex,A,9,4,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Large,0.251,0,-0.251,-100.0,-100,-16.66666667,-200,0.500999002,0,0.159472935,0,-0.026578823,-0.318945871,-0.159472935,-3.189458706
Tree Rex,A,9,6,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Large,0.153,0,-0.153,-100.0,-100,-16.66666667,-200,0.391152144,0,0.124507595,0,-0.020751266,-0.249015189,-0.124507595,-2.490151891
Tree Rex,A,9,7,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.094,0,-0.094,-100.0,-100,-16.66666667,-200,0.306594194,0,0.097591963,0,-0.016265327,-0.195183926,-0.097591963,-1.951839262
Tree Rex,A,9,8,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.14,0,-0.14,-100.0,-100,-16.66666667,-200,0.374165739,0,0.119100654,0,-0.019850109,-0.238201307,-0.119100654,-2.382013074
Tree Rex,A,9,9,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.137,0,-0.137,-100.0,-100,-16.66666667,-200,0.37013511,0,0.117817665,0,-0.019636277,-0.23563533,-0.117817665,-2.356353298
Tree Rex,B,9,16,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.072,0.375,0.303,420.8,420.8333333,70.13888889,841.6666667,0.268328157,0.612372436,0.085411505,0.1949242,0.018252116,0.21902539,0.109512695,2.190253902
Tree Rex,B,9,17,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Large,0.393,0,-0.393,-100.0,-100,-16.66666667,-200,0.626897121,0,0.199547551,0,-0.033257925,-0.399095102,-0.199547551,-3.990951023
Tree Rex,B,9,18,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.14,0.283,0.143,102.1,102.1428571,17.02380952,204.2857143,0.374165739,0.531977443,0.119100654,0.169333679,0.008372171,0.100466051,0.050233026,1.004660514
Tree Rex,B,9,19,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.084,0,-0.084,-100.0,-100,-16.66666667,-200,0.289827535,0,0.09225497,0,-0.015375828,-0.184509939,-0.09225497,-1.845099393
Tree Rex,B,9,21,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Small,0.032,0,-0.032,-100.0,-100,-16.66666667,-200,0.178885438,0,0.056941003,0,-0.009490167,-0.113882007,-0.056941003,-1.138820069
Tree Rex,B,9,21,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.088,0,-0.088,-100.0,-100,-16.66666667,-200,0.296647939,0,0.094425972,0,-0.015737662,-0.188851944,-0.094425972,-1.888519437
Tree Rex,B,9,22,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.098,0,-0.098,-100.0,-100,-16.66666667,-200,0.313049517,0,0.099646756,0,-0.016607793,-0.199293512,-0.099646756,-1.992935122
Tree Rex,B,9,23,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.131,0,-0.131,-100.0,-100,-16.66666667,-200,0.361939221,0,0.115208832,0,-0.019201472,-0.230417665,-0.115208832,-2.304176647
Tree Rex,B,9,24,D. labyrinthiformis Juvenile,Recruit,Tree,NA,Medium,0.078,0,-0.078,-100.0,-100,-16.66666667,-200,0.279284801,0,0.088899113,0,-0.014816519,-0.177798226,-0.088899113,-1.777982264
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
